"osid","itemid","itemqty","purrate","itemmrp","itemsalerate","entrydate","empid"
"CONS1-2731","3769","5.00","50.46","58.00","55.10","2022-03-31","204"
"CONS1-2732","3767","20.00","26.10","30.00","28.00","2022-03-31","204"
"CONS1-2733","7760","1.00","35.56","40.00","38.00","2022-03-31","204"
"CONS1-2734","3768","10.00","32.19","37.00","35.00","2022-03-31","204"
"CONS1-2735","3762","1.00","80.00","90.00","87.00","2022-03-31","204"
"CONS1-2736","3706","8.00","31.12","35.00","33.25","2022-03-31","204"
"CONS1-2737","3693","7.00","17.78","20.00","19.00","2022-03-31","204"
"CONS1-2738","3766","1.00","53.34","60.00","57.00","2022-03-31","204"
"CONS1-2739","7761","2.00","200.00","225.00","214.00","2022-03-31","204"
"CONS1-2740","3846","5.00","54.93","65.00","60.00","2022-03-31","204"
"CONS1-2741","3729","21.00","0.68","41.00","35.00","2022-03-31","204"
"CONS1-2742","3720","10.00","80.27","95.00","85.50","2022-03-31","204"
"CONS1-2743","3839","2.00","26.67","30.00","29.00","2022-03-31","204"
"CONS1-2744","3721","12.00","152.10","180.00","162.00","2022-03-31","204"
"CONS1-2745","3722","3.00","187.40","350.00","308.00","2022-03-31","204"
"CONS1-2746","3744","30.00","15.00","25.00","25.00","2022-03-31","204"
"CONS1-2747","9226","1.00","50.00","60.00","55.00","2022-03-31","204"
"CONS1-2748","7762","1.00","187.50","225.00","213.75","2022-03-31","204"
"CONS1-2749","3695","13.00","8.44","10.00","10.00","2022-03-31","204"
"CONS1-2750","8186","6.00","130.84","140.00","136.00","2022-03-31","204"
"CONS1-2751","3420","1.00","26.67","30.00","30.00","2022-03-31","204"
"CONS1-2752","3727","15.00","8.55","10.00","10.00","2022-03-31","204"
"CONS1-2753","3690","2.00","8.00","10.00","10.00","2022-03-31","204"
"CONS1-2754","8837","1.00","29.24","34.00","32.00","2022-03-31","204"
"CONS1-2755","7752","1.00","58.33","70.00","66.50","2022-03-31","204"
"CONS1-2756","3715","2.00","350.39","420.00","385.00","2022-03-31","204"
"CONS1-2757","3716","2.00","145.84","175.00","166.00","2022-03-31","204"
"CONS1-2758","3712","5.00","97.98","110.00","105.00","2022-03-31","204"
"CONS1-2759","3724","2.00","28.92","35.00","31.50","2022-03-31","204"
"CONS1-2760","3682","1.00","88.00","115.00","109.00","2022-03-31","204"
"CONS1-2761","3691","2.00","20.00","30.00","25.00","2022-03-31","204"
"CONS1-2762","7745","1.00","83.34","100.00","95.00","2022-03-31","204"
"CONS1-2763","8841","1.00","70.83","85.00","80.75","2022-03-31","204"
"CONS1-2764","3704","18.00","24.89","28.00","26.60","2022-03-31","204"
"CONS1-2765","3837","12.00","25.68","30.00","28.00","2022-03-31","204"
"CONS1-2766","3673","3.00","95.70","110.00","105.00","2022-03-31","204"
"CONS1-2767","3734","9.00","15.66","18.00","17.00","2022-03-31","204"
"CONS1-2768","3817","18.00","34.80","40.00","38.00","2022-03-31","204"
"CONS1-2769","3772","1.00","117.45","135.00","128.25","2022-03-31","204"
"CONS1-2770","3582","6.00","100.00","120.00","108.00","2022-03-31","204"
"CONS1-2771","3798","1.00","70.83","85.00","76.50","2022-03-31","204"
"CONS1-2772","3689","1.00","20.00","25.00","25.00","2022-03-31","204"
"CONS1-2773","9228","1.00","8.60","10.00","9.50","2022-03-31","204"
"CONS1-2774","8471","11.00","170.00","350.00","175.00","2022-03-31","204"
"CONS1-2775","3705","6.00","170.11","188.00","175.00","2022-03-31","204"
"CONS1-2776","3834","8.00","44.44","50.00","48.00","2022-03-31","204"
"CONS1-2777","3681","2.00","49.06","60.00","57.00","2022-03-31","204"
"CONS1-2778","9385","1.00","38.00","100.00","48.00","2022-03-31","204"
"CONS1-2779","5516","30.00","95.00","210.00","110.00","2022-03-31","204"
"CONS1-2780","5515","21.00","53.00","110.00","60.00","2022-03-31","204"
"CONS1-2781","5518","7.00","90.00","145.00","115.00","2022-03-31","204"
"CONS1-2782","5517","19.00","48.00","90.00","60.00","2022-03-31","204"
"CONS1-2783","6834","1.00","59.71","70.00","65.00","2022-03-31","204"
"CONS1-2784","6201","6.00","10.00","13.00","12.00","2022-03-31","204"
"CONS1-2785","1295","1.00","44.00","55.00","50.00","2022-03-31","204"
"CONS1-2786","6935","3.00","119.63","170.00","153.00","2022-03-31","204"
"CONS1-2787","6938","1.00","149.96","235.00","199.75","2022-03-31","204"
"CONS1-2788","1299","3.00","143.66","180.00","162.00","2022-03-31","204"
"CONS1-2789","11112","2.00","267.31","315.00","289.80","2022-03-31","204"
"CONS1-2790","1294","2.00","30.17","35.00","33.00","2022-03-31","204"
"CONS1-2791","1301","2.00","157.57","186.00","170.00","2022-03-31","204"
"CONS1-2792","4913","3.00","59.60","149.00","119.00","2022-03-31","204"
"CONS1-2793","4912","8.00","59.60","149.00","119.00","2022-03-31","204"
"CONS1-2794","10475","2.00","18.75","25.00","20.00","2022-03-31","204"
"CONS1-2795","4915","6.00","59.60","149.00","119.00","2022-03-31","204"
"CONS1-2796","4917","2.00","149.25","199.00","159.20","2022-03-31","204"
"CONS1-2797","10170","1.00","56.25","75.00","60.00","2022-03-31","204"
"CONS1-2798","4875","19.00","159.99","200.00","170.00","2022-03-31","204"
"CONS1-2799","4898","7.00","95.20","119.00","59.50","2022-03-31","204"
"CONS1-2800","4861","23.00","187.51","250.00","200.00","2022-03-31","204"
"CONS1-2801","4884","5.00","79.20","99.00","84.15","2022-03-31","204"
"CONS1-2802","4881","2.00","79.20","99.00","49.50","2022-03-31","204"
"CONS1-2803","4878","1.00","79.20","99.00","84.00","2022-03-31","204"
"CONS1-2804","4883","3.00","79.20","99.00","49.50","2022-03-31","204"
"CONS1-2805","4876","5.00","187.95","250.00","200.00","2022-03-31","204"
"CONS1-2806","4871","5.00","160.00","200.00","170.00","2022-03-31","204"
"CONS1-2807","4874","8.00","150.01","200.00","160.00","2022-03-31","204"
"CONS1-2808","4872","6.00","150.01","200.00","160.00","2022-03-31","204"
"CONS1-2809","4864","12.00","160.01","200.00","170.00","2022-03-31","204"
"CONS1-2810","4925","1.00","56.25","75.00","60.00","2022-03-31","204"
"CONS1-2811","9841","2.00","56.25","75.00","60.00","2022-03-31","204"
"CONS1-2812","4870","8.00","150.01","200.00","160.00","2022-03-31","204"
"CONS1-2813","4863","9.00","160.01","200.00","170.00","2022-03-31","204"
"CONS1-2814","4894","3.00","89.25","119.00","59.50","2022-03-31","204"
"CONS1-2815","4901","10.00","160.01","200.00","170.00","2022-03-31","204"
"CONS1-2816","4899","8.00","160.01","200.00","170.00","2022-03-31","204"
"CONS1-2817","4900","11.00","150.38","200.00","160.00","2022-03-31","204"
"CONS1-2818","4895","2.00","95.20","119.00","59.50","2022-03-31","204"
"CONS1-2819","4919","11.00","79.60","199.00","159.00","2022-03-31","204"
"CONS1-2820","4897","1.00","95.20","119.00","59.50","2022-03-31","204"
"CONS1-2821","4868","2.00","187.97","250.00","200.00","2022-03-31","204"
"CONS1-2822","4867","10.00","159.99","200.00","170.00","2022-03-31","204"
"CONS1-2823","4869","15.00","160.01","200.00","170.00","2022-03-31","204"
"CONS1-2824","4866","15.00","159.99","200.00","170.00","2022-03-31","204"
"CONS1-2825","4885","1.00","79.20","99.00","49.50","2022-03-31","204"
"CONS1-2826","4865","14.00","159.99","200.00","170.00","2022-03-31","204"
"CONS1-2827","4916","5.00","59.60","149.00","119.00","2022-03-31","204"
"CONS1-2828","4896","7.00","95.20","119.00","59.50","2022-03-31","204"
"CONS1-2829","4862","14.00","159.99","200.00","170.00","2022-03-31","204"
"CONS1-2830","4911","1.00","45.00","60.00","48.00","2022-03-31","204"
"CONS1-2831","4882","1.00","79.20","99.00","49.50","2022-03-31","204"
"CONS1-2832","4877","5.00","187.95","250.00","200.00","2022-03-31","204"
"CONS1-2833","4891","3.00","95.20","119.00","59.50","2022-03-31","204"
"CONS1-2834","4889","3.00","79.20","99.00","49.50","2022-03-31","204"
"CONS1-2835","4873","13.00","159.99","200.00","170.00","2022-03-31","204"
"CONS1-2836","10472","3.00","18.75","25.00","20.00","2022-03-31","204"
"CONS1-2837","10178","2.00","56.25","75.00","60.00","2022-03-31","204"
"CONS1-2838","10471","1.00","18.75","25.00","20.00","2022-03-31","204"
"CONS1-2839","10171","2.00","199.20","249.00","211.65","2022-03-31","204"
"CONS1-2840","10172","2.00","159.20","199.00","169.15","2022-03-31","204"
"CONS1-2841","10174","1.00","186.34","229.00","194.65","2022-03-31","204"
"CONS1-2842","10177","1.00","159.20","199.00","169.15","2022-03-31","204"
"CONS1-2843","10175","2.00","159.20","199.00","169.15","2022-03-31","204"
"CONS1-2844","10176","2.00","186.35","229.00","194.65","2022-03-31","204"
"CONS1-2845","4893","5.00","59.00","119.00","59.50","2022-03-31","204"
"CONS1-2846","4918","1.00","56.25","75.00","61.20","2022-03-31","204"
"CONS1-2847","4892","3.00","95.20","119.00","59.50","2022-03-31","204"
"CONS1-2848","4892","1.00","95.20","119.00","59.50","2022-03-31","204"
"CONS1-2849","4924","1.00","56.25","75.00","60.00","2022-03-31","204"
"CONS1-2850","4914","7.00","119.21","149.00","126.65","2022-03-31","204"
"PROD1-179","7607","2.00","50.00","55.00","55.00","2022-03-31","129"
"PROD1-180","10115","1.00","154.32","175.00","166.25","2022-03-31","129"
"PROD1-181","6879","2.00","168.18","185.00","175.75","2022-03-31","129"
"PROD1-182","9884","2.00","8.88","10.00","10.00","2022-03-31","129"
"PROD1-183","7868","14.00","46.00","75.00","58.00","2022-03-31","129"
"PROD1-184","7869","1.00","46.00","70.00","58.00","2022-03-31","129"
"PROD1-185","8555","20.00","55.00","110.00","75.00","2022-03-31","129"
"PROD1-186","9756","1.00","5.00","8.00","6.00","2022-03-31","129"
"PROD1-187","6426","2.00","35.60","45.00","40.00","2022-03-31","129"
"PROD1-188","9770","5.00","60.00","95.00","70.00","2022-03-31","129"
"PROD1-189","10281","2.00","24.00","45.00","28.00","2022-03-31","129"
"PROD1-190","6440","7.00","40.00","80.00","65.00","2022-03-31","129"
"PROD1-191","6011","26.00","66.00","85.00","85.00","2022-03-31","129"
"PROD1-192","11204","1.00","110.00","165.00","135.00","2022-03-31","129"
"PROD1-193","9772","1.00","50.00","85.00","60.00","2022-03-31","129"
"PROD1-194","6432","1.00","42.00","65.00","55.00","2022-03-31","129"
"PROD1-195","9770","10.00","60.00","95.00","70.00","2022-03-31","129"
"PROD1-196","6520","1.00","80.00","120.00","90.00","2022-03-31","129"
"PROD1-197","6053","1.00","46.00","126.00","60.00","2022-03-31","129"
"PROD1-198","7065","1.00","100.30","335.00","155.00","2022-03-31","129"
"PROD1-199","7065","1.00","100.30","335.00","155.00","2022-03-31","129"
"PROD1-200","6043","7.00","25.00","38.00","30.00","2022-03-31","129"
"PROD1-201","6420","1.00","55.00","80.00","68.00","2022-03-31","129"
"PROD1-202","7568","5.00","79.65","175.00","105.00","2022-03-31","129"
"PROD1-203","6580","1.00","163.50","225.00","185.00","2022-03-31","129"
"PROD1-204","8084","1.00","185.00","320.00","225.00","2022-03-31","129"
"PROD1-205","7567","6.00","37.80","75.00","55.00","2022-03-31","129"
"PROD1-206","6604","3.00","4.00","15.00","8.00","2022-03-31","129"
"PROD1-207","6592","1.00","38.00","65.00","49.00","2022-03-31","129"
"PROD1-208","6572","1.00","5.60","20.00","13.00","2022-03-31","129"
"PROD1-209","6592","1.00","38.00","65.00","49.00","2022-03-31","129"
"PROD1-210","6013","5.00","32.00","65.00","40.00","2022-03-31","129"
"PROD1-211","7654","6.00","40.00","60.00","48.00","2022-03-31","129"
"PROD1-212","9952","1.00","95.00","150.00","120.00","2022-03-31","129"
"PROD1-213","5944","16.00","57.50","135.00","65.00","2022-03-31","129"
"PROD1-214","6648","27.00","227.50","500.00","255.00","2022-03-31","129"
"PROD1-215","6564","2.00","30.00","48.00","36.00","2022-03-31","129"
"PROD1-216","5926","1.00","68.75","80.00","80.00","2022-03-31","129"
"PROD1-217","6589","1.00","9.00","20.00","16.00","2022-03-31","129"
"PROD1-218","1886","1.00","17.85","20.00","20.00","2022-03-31","131"
"PROD1-219","5943","23.00","43.00","46.00","48.00","2022-03-31","131"
"PROD1-220","6111","1.00","132.50","140.00","145.00","2022-03-31","204"
"PROD1-221","6303","1.00","190.00","270.00","225.00","2022-03-31","204"
"PROD1-222","10607","1.00","649.90","999.00","799.00","2022-03-31","204"
"PROD1-223","5466","1.00","241.51","575.00","287.50","2022-03-31","204"
"PROD1-224","5454","4.00","110.25","190.00","152.00","2022-03-31","204"
"PROD1-225","5459","1.00","110.25","190.00","152.00","2022-03-31","204"
"PROD1-226","5471","2.00","110.25","190.00","152.00","2022-03-31","204"
"PROD1-227","5456","4.00","110.25","190.00","152.00","2022-03-31","204"
"PROD1-228","4793","9.00","52.67","95.00","73.15","2022-03-31","204"
"PROD1-229","4785","4.00","229.32","350.00","280.00","2022-03-31","204"
"PROD1-230","4774","9.00","76.01","95.00","85.50","2022-03-31","204"
"PROD1-231","922","24.00","25.80","30.00","27.00","2022-03-31","204"
"PROD1-232","4506","1.00","175.00","230.00","180.00","2022-03-31","204"
"PROD1-233","4505","1.00","175.00","230.00","180.00","2022-03-31","204"
"PROD1-234","4501","1.00","175.00","230.00","180.00","2022-03-31","204"
"PROD1-235","4502","1.00","175.00","230.00","180.00","2022-03-31","204"
"PROD1-236","10987","6.00","175.00","230.00","180.00","2022-03-31","204"
"PROD1-237","4500","2096.00","175.00","230.00","180.00","2022-03-31","204"
"PROD1-238","4497","12.00","245.00","310.00","245.00","2022-03-31","204"
"PROD1-239","10968","17.00","92.00","115.00","96.00","2022-03-31","204"
"PROD1-240","4320","2.00","46.96","65.00","55.25","2022-03-31","204"
"PROD1-241","4278","3.00","28.00","45.00","41.00","2022-03-31","204"
"PROD1-242","4234","10.00","84.00","105.00","94.00","2022-03-31","204"
"PROD1-243","3313","9.00","30.16","35.00","33.50","2022-03-31","204"
"PROD1-244","4270","4.00","285.00","365.00","285.00","2022-03-31","204"
"PROD1-245","4259","1.00","172.50","230.00","175.00","2022-03-31","204"
"PROD1-246","4256","2.00","172.50","230.00","175.00","2022-03-31","204"
"PROD1-247","4273","1.00","155.99","235.00","188.00","2022-03-31","204"
"PROD1-248","4280","1.00","208.00","260.00","220.00","2022-03-31","204"
"PROD1-249","7940","24.00","50.00","59.00","37.00","2022-03-31","204"
"PROD1-250","4315","214.00","35.84","42.00","38.00","2022-03-31","204"
"PROD1-251","6634","20.00","61.25","90.00","75.00","2022-03-31","204"
"PROD1-252","6558","20.00","37.50","60.00","48.00","2022-03-31","204"
"PROD1-253","6762","11.00","30.00","40.00","35.00","2022-03-31","204"
"PROD1-254","7452","1.00","171.55","235.00","199.75","2022-03-31","204"
"PROD1-255","9040","1.00","172.04","240.00","192.00","2022-03-31","204"
"PROD1-256","7474","1.00","142.65","199.00","159.20","2022-03-31","204"
"PROD1-257","7477","2.00","171.55","235.00","199.75","2022-03-31","204"
"PROD1-258","7482","1.00","139.78","195.00","156.00","2022-03-31","204"
"PROD1-259","7450","1.00","310.25","425.00","361.25","2022-03-31","204"
"PROD1-260","7470","2.00","139.78","195.00","156.00","2022-03-31","204"
"PROD1-261","7481","1.00","310.25","425.00","361.25","2022-03-31","204"
"PROD1-262","9791","1.00","143.36","200.00","170.00","2022-03-31","204"
"PROD1-263","1103","3.00","185.00","250.00","199.00","2022-03-31","204"
"PROD1-264","1100","1.00","89.60","190.00","123.50","2022-03-31","204"
"PROD1-265","1097","1.00","89.60","190.00","123.50","2022-03-31","204"
"PROD1-266","1102","2.00","112.00","250.00","162.50","2022-03-31","204"
"PROD1-267","1095","1.00","97.44","190.00","123.50","2022-03-31","204"
"PROD1-268","8817","1.00","60.00","149.00","74.50","2022-03-31","204"
"PROD1-269","8826","57.00","20.00","25.00","24.00","2022-03-31","204"
"PROD1-270","2620","2.00","292.33","335.00","318.25","2022-03-31","204"
"PROD1-271","2062","2.00","263.83","310.00","279.00","2022-03-31","204"
"PROD1-272","1317","2.00","144.19","240.00","166.00","2022-03-31","204"
"PROD1-273","2729","1.00","8.72","10.00","10.00","2022-03-31","204"
"PROD1-274","9427","1.00","445.54","499.00","474.00","2022-03-31","204"
"PROD1-275","10134","1.00","327.75","399.00","379.05","2022-03-31","204"
"PROD1-276","723","2.00","194.39","249.00","236.55","2022-03-31","204"
"PROD1-277","603","1.00","193.00","220.00","209.00","2022-03-31","204"
"PROD1-278","724","2.00","285.08","325.00","308.75","2022-03-31","204"
"PROD1-279","693","5.00","451.78","550.00","522.50","2022-03-31","204"
"PROD1-280","695","1.00","534.82","599.00","569.00","2022-03-31","204"
"PROD1-281","695","2.00","534.82","599.00","569.00","2022-03-31","204"
"PROD1-282","730","1.00","897.96","1100.00","1050.00","2022-03-31","204"
"PROD1-283","727","1.00","186.11","225.00","202.50","2022-03-31","204"
"PROD1-284","535","1.00","172.22","199.00","189.05","2022-03-31","204"
"PROD1-285","554","4.00","67.01","88.00","79.20","2022-03-31","204"
"PROD1-286","523","1.00","1325.89","1650.00","1518.00","2022-03-31","204"
"PROD1-287","701","8.00","58.04","65.00","63.00","2022-03-31","204"
"PROD1-288","7637","1.00","981.25","1099.00","1044.00","2022-03-31","204"
"PROD1-289","539","1.00","567.57","630.00","600.00","2022-03-31","204"
"PROD1-290","514","1.00","205.36","230.00","218.50","2022-03-31","204"
"PROD1-291","701","1.00","58.04","65.00","63.00","2022-03-31","204"
"PROD1-292","702","1.00","120.00","130.00","123.00","2022-03-31","204"
"PROD1-293","10130","1.00","482.46","550.00","522.50","2022-03-31","204"
"PROD1-294","605","1.00","437.73","499.00","474.00","2022-03-31","204"
"PROD1-295","601","2.00","253.73","325.00","308.75","2022-03-31","204"
"PROD1-296","674","8.00","78.59","90.00","85.00","2022-03-31","204"
"PROD1-297","675","9.00","100.00","175.00","166.00","2022-03-31","204"
"PROD1-298","673","10.00","30.99","35.00","33.00","2022-03-31","204"
"PROD1-299","580","3.00","8.00","14.00","12.00","2022-03-31","204"
"PROD1-300","3470","1.00","75.00","108.00","95.00","2022-03-31","204"
"PROD1-301","3479","1.00","33.60","50.00","45.00","2022-03-31","204"
"PROD1-302","461","3.00","162.40","210.00","175.00","2022-03-31","204"
"PROD1-303","10499","2.00","125.00","243.00","140.00","2022-03-31","204"
"PROD1-304","9433","1.00","165.77","190.00","180.50","2022-03-31","204"
"PROD1-305","8661","1.00","71.55","83.00","76.36","2022-03-31","204"
"PROD1-306","597","1.00","313.04","360.00","325.00","2022-03-31","204"
"PROD1-307","721","1.00","305.33","399.00","359.10","2022-03-31","204"
"PROD1-308","721","1.00","305.33","399.00","359.10","2022-03-31","204"
"PROD1-309","9435","1.00","35.56","42.00","39.90","2022-03-31","204"
"PROD1-310","737","1.00","908.27","1099.00","989.10","2022-03-31","204"
"PROD1-311","2528","1.00","96.78","109.00","103.55","2022-03-31","204"
"PROD1-312","3737","1.00","43.49","50.00","47.50","2022-03-31","204"
"PROD1-313","3764","2.00","53.34","60.00","57.00","2022-03-31","204"
"PROD1-314","3692","12.00","196.72","215.00","202.00","2022-03-31","204"
"PROD1-315","3743","2.00","58.33","70.00","64.40","2022-03-31","204"
"PROD1-316","3840","15.00","22.82","27.00","25.00","2022-03-31","204"
"PROD1-317","3739","2.00","15.66","18.00","17.00","2022-03-31","204"
"PROD1-318","11112","2.00","267.31","315.00","289.80","2022-03-31","204"
"PROD1-319","1298","2.00","159.63","200.00","180.00","2022-03-31","204"
"PROD1-320","4887","1.00","49.00","99.00","49.50","2022-03-31","204"
"PROD1-321","10474","1.00","18.75","25.00","20.00","2022-03-31","204"
